,code,disorder,symptome
542,F63.1,Pyromania,fire setting done monetary gain expression sociopolitical ideology conceal criminal activity express anger vengeance improve ones living circumstances response delusion hallucination result impaired judgment e g major neurocognitive disorder intellectual disability intellectual developmental disorder substance intoxication
543,F63.2,Kleptomania,increasing sense tension immediately committing theft
544,F63.2,Kleptomania,pleasure gratification relief time committing theft
545,F63.2,Kleptomania,stealing committed express anger vengeance response delusion hallucination
546,F63.2,Kleptomania,recurrent failure resist impulses steal objects needed personal use monetary value
547,F63.81,Intermittent Explosive Disorder,recurrent aggressive outbursts premeditated e impulsive anger-based committed achieve tangible objective e g money power intimidation
548,F63.81,Intermittent Explosive Disorder,verbal aggression e g temper tantrums tirades verbal arguments fights physical aggression toward property animals individuals occurring twice weekly average period 3 months physical aggression result damage destruction property result physical injury animals individuals
549,F63.81,Intermittent Explosive Disorder,three behavioral outbursts involving damage destruction property physical assault involving physical injury animals individuals occurring within 12-month period
550,F63.81,Intermittent Explosive Disorder,recurrent aggressive outbursts cause either marked distress individual impairment occupational interpersonal functioning associated financial legal consequences
551,F63.81,Intermittent Explosive Disorder,recurrent behavioral outbursts representing failure control aggressive impulses manifested either following chronological age least 6 years equivalent developmental level
552,F65.0,Fetishism,fetish objects limited articles clothing used cross-dressing transvestic disorder devices specifically designed purpose tactile genital stimulation e g vibrator
553,F65.0,Fetishism,period least 6 months recurrent intense sexual arousal either use nonliving objects highly specific focus nongenital body part manifested fantasies urges behaviors
554,F65.1,Transvestic Disorder,period least 6 months recurrent intense sexual arousal cross-dressing manifested fantasies urges behaviors
555,F65.2,Exhibitionistic Disorder,period least 6 months recurrent intense sexual arousal exposure ones genitals unsuspecting person manifested fantasies urges behaviors
556,F65.3,Voyeurism,individual experiencing arousal acting urges least 18 years age
557,F65.3,Voyeurism,period least 6 months recurrent intense sexual arousal observing unsuspecting person naked process disrobing engaging sexual activity manifested fantasies urges behaviors
558,F65.4,Pedophilia,individual acted sexual urges sexual urges fantasies cause marked distress interpersonal difficulty
559,F65.4,Pedophilia,individual least age 16 years least 5 years older child children criterion
560,F65.4,Pedophilia,note include individual late adolescence involved ongoing sexual relationship 12- 13-year-old
561,F65.4,Pedophilia,period least 6 months recurrent intense sexually arousing fantasies sexual urges behaviors involving sexual activity prepubescent child children generally age 13 years younger
562,F65.51,Sexual Masochism Disorder,period least 6 months recurrent intense sexual arousal act humiliated beaten bound otherwise made suffer manifested fantasies urges behaviors
563,F65.52,Sexual Sadism Disorder,individual acted sexual urges nonconsenting person sexual urges fantasies cause clinically significant distress impairment social occupational important areas functioning
564,F65.52,Sexual Sadism Disorder,period least 6 months recurrent intense sexual arousal physical psychological suffering another person manifested fantasies urges behaviors
565,F65.81,Frotteuristic Disorder,period least 6 months recurrent intense sexual arousal touching rubbing nonconsenting person manifested fantasies urges behaviors
566,F68.10,Factitious Disorder,falsification physical psychological signs symptoms induction injury disease associated identified deception
567,F68.10,Factitious Disorder,individual presents others ill impaired injured
568,F68.10,Factitious Disorder,deceptive behavior evident even absence obvious external rewards
569,F70,Intellectual disabilities,significant social communicative support needed work settings success
570,F70,Intellectual disabilities,maladaptive behavior present significant minority causes social problems
571,F70,Intellectual disabilities,individuals need support complex daily living tasks comparison peers
572,F70,Intellectual disabilities,adulthood supports typically involve grocery shopping transportation home child-care organizing nutritious food preparation banking money management
573,F70,Intellectual disabilities,support typically needed raise family
574,F70,Intellectual disabilities,individual care personal needs involving eating dressing elimination hygiene adult although extended period teaching time needed individual become independent areas reminders may needed
575,F70,Intellectual disabilities,similarly participation household tasks achieved adulthood although extended period teaching needed ongoing supports typically occur adult-level performance
576,F70,Intellectual disabilities,independent employment jobs require limited conceptual communication skills achieved considerable support co-workers supervisors others needed manage social expectations job complexities ancillary responsibilities scheduling transportation health benefits money management
577,F70,Intellectual disabilities,adults academic skill development typically elementary level support required use academic skills work personal life
578,F70,Intellectual disabilities,ongoing assistance daily basis needed complete conceptual tasks day-to-day life others may take responsibilities fully individual
579,F70,Intellectual disabilities,individuals generally need support make health care decisions legal decisions learn perform skilled vocation competently
580,F70,Intellectual disabilities,social judgment decision-making abilities limited caretakers must assist person life decisions
581,F70,Intellectual disabilities,compared typically developing age-mates individual immature social interactions example may difficulty accurately perceiving peers social cues
582,F70,Intellectual disabilities,capacity relationships evident ties family friends individual may successful friendships across life sometimes romantic relations adulthood however individuals may perceive interpret social cues accurately
583,F70,Intellectual disabilities,individual shows marked differences peers social communicative behavior across development
584,F70,Intellectual disabilities,limited understanding risk social situations social judgment immature age person risk manipulated others gullibility
585,F70,Intellectual disabilities,school-age children progress reading writing mathematics understanding time money occurs slowly across school years markedly limited compared peers spoken language typically primary tool social communication much less complex peers recreational skills resemble age-mates although judgment related well-being organization around recreation requires support
586,F70,Intellectual disabilities,preschool children may obvious conceptual differences
587,F70,Intellectual disabilities,somewhat concrete approach problems solutions compared age-mates
588,F70,Intellectual disabilities,development individuals conceptual skills lag markedly behind peers
589,F70,Intellectual disabilities,communication conversation language concrete immature expected age school-age children adults difficulties learning academic skills involving reading writing arithmetic time money support needed one areas meet age-related expectations
590,F70,Intellectual disabilities,preschoolers language pre-academic skills develop slowly
591,F70,Intellectual disabilities,friendships typically developing peers often affected communication social limitations
592,F70,Intellectual disabilities,may difficulties regulating emotion behavior age-appropriate fashion difficulties noticed peers social situations
593,F70,Intellectual disabilities,adults abstract thinking executive function e planning strategizing priority setting cognitive flexibility short-term memory well functional use academic skills e g reading money management impaired
594,F72,Intellectual disabilities,skill acquisition domains involves long-term teaching ongoing support caretakers provide extensive supports problem solving throughout life
595,F72,Intellectual disabilities,individual requires support activities daily living including meals dressing bathing elimination individual requires supervision times adulthood participation tasks home recreation work requires ongoing support assistance individual make responsible decisions regarding well-being self others
596,F72,Intellectual disabilities,relationships family members familiar others source pleasure help
597,F72,Intellectual disabilities,attainment conceptual skills limited
598,F72,Intellectual disabilities,individual generally little understanding written language concepts involving numbers quantity time money
599,F72,Intellectual disabilities,spoken language quite limited terms vocabulary grammar speech may single words phrases may supplemented augmentative means language used social communication explication speech communication focused within everyday events
600,F72,Intellectual disabilities,individuals understand simple speech gestural communication
601,F72,Intellectual disabilities,maladaptive behavior including self-injury present significant minority
602,F73,Intellectual disabilities,individual dependent others aspects daily physical care health safety although may able participate activities well individuals without severe physical impairments may assist daily work tasks home like carrying dishes table simple actions objects may basis participation vocational activities high levels ongoing support individual enjoys relationships well-known family members caretakers familiar others initiates responds social interactions gestural emotional cues maladaptive behavior present significant minority
603,F73,Intellectual disabilities,may understand simple instructions gestures conceptual skills generally involve physical world rather symbolic processes
604,F73,Intellectual disabilities,individual limited understanding symbolic communication speech gesture individual expresses desires emotions largely nonverbal nonsymbolic communication
605,F73,Intellectual disabilities,co-occurring motor sensory impairments may prevent functional use objects
606,F73,Intellectual disabilities,co-occurring physical sensory impairments frequent barriers participation beyond watching home recreational vocational activities co-occurring sensory physical impairments may prevent many social activities
607,F79,Unspecified intellectual disabilities,category reserved individuals age 5 years assessment degree intellectual disability intellectual developmental disorder means locally available procedures rendered difficult impossible associated sensory physical impairments blindness prelingual deafness locomotor disability presence severe problem behaviors co-occurring mental disorder category used exceptional circumstances requires reassessment period time
608,F80.0,Speech Sound Disorder,disturbance causes limitations effective communication interfere social participation academic achievement occupational performance individually combination
609,F80.0,Speech Sound Disorder,persistent difficulty speech sound production interferes speech intelligibility prevents verbal communication messages
610,F80.0,Speech Sound Disorder,onset symptoms early developmental period
611,F80.2,Language Disorder,reduced vocabulary word knowledge use
612,F80.2,Language Disorder,limited sentence structure ability put words word endings together form sentences based rules grammar morphology
613,F80.2,Language Disorder,language abilities substantially quantifiably expected age resulting functional limitations effective communication social participation academic achievement occupational performance individually combination
614,F80.2,Language Disorder,impairments discourse ability use vocabulary connect sentences explain describe topic series events conversation
615,F80.2,Language Disorder,persistent difficulties acquisition use language across modalities e spoken written sign language due deficits comprehension production include following onset symptoms early developmental period
616,F80.81,Childhood-Onset Fluency Disorder (Stuttering),disturbance causes anxiety speaking limitations effective communication social participation academic occupational performance individually combination
617,F80.81,Childhood-Onset Fluency Disorder (Stuttering),disturbances normal fluency time patterning speech inappropriate individuals age language skills persist time characterized frequent marked occurrences one following monosyllabic whole-word repetitions e g i-i-i-i see
618,F80.81,Childhood-Onset Fluency Disorder (Stuttering),words produced excess physical tension
619,F80.81,Childhood-Onset Fluency Disorder (Stuttering),sound prolongations consonants well vowels
620,F80.81,Childhood-Onset Fluency Disorder (Stuttering),sound syllable repetitions
621,F80.81,Childhood-Onset Fluency Disorder (Stuttering),broken words e g pauses within word
622,F80.81,Childhood-Onset Fluency Disorder (Stuttering),audible silent blocking filled unfilled pauses speech
623,F80.81,Childhood-Onset Fluency Disorder (Stuttering),circumlocutions word substitutions avoid problematic words
624,F80.81,Childhood-Onset Fluency Disorder (Stuttering),onset symptoms early developmental period note later-onset cases diagnosed 307 0 f98 5 adult-onset fluency disorder
625,F80.89,,deficits result functional limitations effective communication social participation social relationships academic achievement occupational performance individually combination
626,F80.89,,difficulties following rules conversation storytelling taking turns conversation rephrasing misunderstood knowing use verbal nonverbal signals regulate interaction
627,F80.89,,persistent difficulties social use verbal nonverbal communication manifested following impairment ability change communication match context needs listener speaking differently classroom playground talking differently child adult avoiding use overly formal language
628,F80.89,,deficits using communication social purposes greeting sharing information manner appropriate social context
629,F80.89,,difficulties understanding explicitly stated e g making inferences nonliteral ambiguous meanings language e g idioms humor metaphors multiple meanings depend context interpretation
630,F80.89,,onset symptoms early developmental period deficits may become fully manifest social communication demands exceed limited capacities
631,F82,Developmental Coordination Disorder,motor skills deficit criterion significantly persistently interferes activities daily living appropriate chronological age e g self-care self-maintenance impacts academic school productivity prevocational vocational activities leisure play
632,F82,Developmental Coordination Disorder,acquisition execution coordinated motor skills substantially expected given individuals chronological age opportunity skill learning use difficulties manifested clumsiness e g dropping bumping objects well slowness inaccuracy performance motor skills e g catching object using scissors cutlery handwriting riding bike participating sports
633,F82,Developmental Coordination Disorder,motor skills deficits better explained intellectual disability intellectual developmental disorder visual impairment attributable neurological condition affecting movement e g cerebral palsy muscular dystrophy degenerative disorder
634,F88,Global Developmental Delay,diagnosis reserved individuals age 5 years clinical severity level reliably assessed early childhood category diagnosed individual fails meet expected developmental milestones several areas intellectual functioning applies individuals unable undergo systematic assessments intellectual functioning including children young participate standardized testing category requires reassessment period time
635,F91.3,Oppositional Defiant Disorder,disturbance behavior associated distress individual others immediate social context e g family peer group work colleagues impacts negatively social educational occupational important areas functioning
636,F91.3,Oppositional Defiant Disorder,often touchy easily annoyed
637,F91.3,Oppositional Defiant Disorder,often loses temper
638,F91.3,Oppositional Defiant Disorder,angry irritable mood often angry resentful
639,F91.3,Oppositional Defiant Disorder,pattern angry irritable mood argumentative defiant behavior vindictiveness lasting least 6 months evidenced least four symptoms following categories exhibited interaction least one individual sibling
640,F91.3,Oppositional Defiant Disorder,often actively defies refuses comply requests authority figures rules
641,F91.3,Oppositional Defiant Disorder,often argues authority figures children adolescents adults
642,F91.3,Oppositional Defiant Disorder,vindictiveness often deliberately annoys others
643,F91.3,Oppositional Defiant Disorder,spiteful vindictive least twice within past 6 months
644,F91.3,Oppositional Defiant Disorder,behaviors occur exclusively course psychotic substance use depressive bipolar disorder also criteria met disruptive mood dysregulation disorder
645,F91.3,Oppositional Defiant Disorder,often blames others mistakes misbehavior
646,F93.0,Separation Anxiety Disorder,disturbance causes clinically significant distress impairment social academic occupational important areas functioning
647,F93.0,Separation Anxiety Disorder,persistent reluctance refusal sleep away home go sleep without near major attachment figure
648,F93.0,Separation Anxiety Disorder,persistent reluctance refusal go away home school work elsewhere fear separation
649,F93.0,Separation Anxiety Disorder,persistent excessive fear reluctance alone without major attachment figures home settings
650,F93.0,Separation Anxiety Disorder,persistent excessive worry losing major attachment figures possible harm illness injury disasters death
651,F93.0,Separation Anxiety Disorder,developmentally inappropriate excessive fear anxiety concerning separation individual attached evidenced least three following recurrent excessive distress anticipating experiencing separation home major attachment figures
652,F93.0,Separation Anxiety Disorder,persistent excessive worry experiencing untoward event e g getting lost kidnapped accident becoming ill causes separation major attachment figure
653,F93.0,Separation Anxiety Disorder,fear anxiety avoidance persistent lasting least 4 weeks children adolescents typically 6 months adults
654,F93.0,Separation Anxiety Disorder,repeated nightmares involving theme separation
655,F93.0,Separation Anxiety Disorder,repeated complaints physical symptoms e g headaches stomachaches nausea vomiting separation major attachment figures occurs anticipated
656,F94.0,Selective Mutism,disturbance interferes educational occupational achievement social communication
657,F94.0,Selective Mutism,consistent failure speak specific social situations expectation speaking e g school despite speaking situations
658,F94.0,Selective Mutism,duration disturbance least 1 month limited first month school
659,F94.1,Reactive Attachment Disorder,minimal social emotional responsiveness others
660,F94.1,Reactive Attachment Disorder,child rarely minimally responds comfort distressed
661,F94.1,Reactive Attachment Disorder,rearing unusual settings severely limit opportunities form selective attachments e g institutions high child-to-caregiver ratios
662,F94.1,Reactive Attachment Disorder,child rarely minimally seeks comfort distressed
663,F94.1,Reactive Attachment Disorder,social neglect deprivation form persistent lack basic emotional needs comfort stimulation affection met caregiving adults
664,F94.1,Reactive Attachment Disorder,repeated changes primary caregivers limit opportunities form stable attachments e g frequent changes foster care
665,F94.1,Reactive Attachment Disorder,child experienced pattern extremes insufficient care evidenced least one following episodes unexplained irritability sadness fearfulness evident even nonthreatening interactions adult caregivers
666,F94.1,Reactive Attachment Disorder,limited positive affect
667,F94.1,Reactive Attachment Disorder,care criterionc presumed responsible disturbed behavior criterion e g disturbances criterion began following lack adequate care criterion c
668,F94.1,Reactive Attachment Disorder,criteria met autism spectrum disorder
669,F94.1,Reactive Attachment Disorder,disturbance evident age 5 years
670,F94.1,Reactive Attachment Disorder,consistent pattern inhibited emotionally withdrawn behavior toward adult caregivers manifested following child developmental age least 9 months
671,F94.2,Disinhibited Social Engagement Disorder,behaviors criterion limited impulsivity attention-deficit hyperactivity disorder include socially disinhibited behavior
672,F94.2,Disinhibited Social Engagement Disorder,reduced absent reticence approaching interacting unfamiliar adults
673,F94.2,Disinhibited Social Engagement Disorder,diminished absent checking back adult caregiver venturing away even unfamiliar settings
674,F94.2,Disinhibited Social Engagement Disorder,child experienced pattern extremes insufficient care evidenced least one following pattern behavior child actively approaches interacts unfamiliar adults exhibits least two following willingness go unfamiliar adult minimal hesitation
675,F94.2,Disinhibited Social Engagement Disorder,overly familiar verbal physical behavior consistent culturally sanctioned age-appropriate social boundaries
676,F94.2,Disinhibited Social Engagement Disorder,care criterion c presumed responsible disturbed behavior criterion e g disturbances criterion began following pathogenic care criterion c
677,F94.2,Disinhibited Social Engagement Disorder,child developmental age least 9 months
678,F98.0,Enuresis,repeated voiding urine bed clothes whether involuntary intentional
679,F98.0,Enuresis,behavior clinically significant manifested either frequency least twice week least 3 consecutive months presence clinically significant distress impairment social academic occupational important areas functioning
680,F98.0,Enuresis,chronological age least 5 years equivalent developmental level
681,F98.1,Encopresis,repeated passage feces inappropriate places e g clothing floor whether involuntary intentional
682,F98.1,Encopresis,least one event occurs month least 3 months
683,F98.1,Encopresis,chronological age least 4 years equivalent developmental level
684,F98.4,Stereotypic Movement Disorder,repetitive motor behavior interferes social academic activities may result self-injury
685,F98.4,Stereotypic Movement Disorder,repetitive seemingly driven apparently purposeless motor behavior e g hand shaking waving body rocking head banging self-biting hitting body
686,F98.4,Stereotypic Movement Disorder,onset early developmental period
687,G25.81,Restless Legs Syndrome,symptoms criterion accompanied significant distress impairment social occupational educational academic behavioral important areas functioning
688,G25.81,Restless Legs Syndrome,symptoms criterion occur least three times per week persisted least 3 months
689,G25.81,Restless Legs Syndrome,urge move legs begins worsens periods rest inactivity
690,G25.81,Restless Legs Syndrome,urge move legs partially totally relieved movement
691,G25.81,Restless Legs Syndrome,urge move legs worse evening night day occurs evening night
692,G25.81,Restless Legs Syndrome,urge move legs usually accompanied response uncomfortable unpleasant sensations legs characterized following
693,G47.09,Other insomnia,restricted nonrestorative sleep predominant complaint nonrestorative sleep unaccompanied sleep symptoms difficulty falling asleep remaining asleep
694,G47.33,Obstructive Sleep Apnea Hypopnea,evidence polysomnography least five obstructive apneas hypopneas per hour sleep either following sleep symptoms evidence polysomnography 15 obstructive apneas hypopneas per hour sleep regardless accompanying symptoms
695,G47.33,Obstructive Sleep Apnea Hypopnea,nocturnal breathing disturbances snoring snorting gasping breathing pauses sleep
696,G47.52,Rapid Eye Movement Sleep Behavior Disorder,behaviors cause clinically significant distress impairment social occupational important areas functioning may include injury self bed partner
697,G47.52,Rapid Eye Movement Sleep Behavior Disorder,repeated episodes arousal sleep associated vocalization complex motor behaviors
698,G47.52,Rapid Eye Movement Sleep Behavior Disorder,upon awakening episodes individual completely awake alert confused disoriented
699,G47.52,Rapid Eye Movement Sleep Behavior Disorder,history suggestive rem sleep behavior disorder established synucleinopathy diagnosis e g parkinsons disease multiple system atrophy
700,G47.52,Rapid Eye Movement Sleep Behavior Disorder,rem sleep without atonia polysomnographic recording
701,G47.52,Rapid Eye Movement Sleep Behavior Disorder,behaviors arise rapid eye movement rem sleep therefore usually occur 90 minutes sleep onset frequent later portions sleep period uncommonly occur daytime naps
702,Z72.0,Tobacco Use Disorder,withdrawal manifested either following characteristic withdrawal syndrome tobacco refer criteria b criteria set tobacco withdrawal
703,Z72.0,Tobacco Use Disorder,tolerance defined either following tobacco often taken larger amounts longer period intended
704,Z72.0,Tobacco Use Disorder,problematic pattern tobacco use leading clinically significant impairment distress manifested least two following occurring within 12-month period
705,F06.0,Psychotic Disorder Due to Another Medical Condition with hallucinations,prominent hallucinations delusions
706,F10.20,Alcohol Use Disorder,great deal time spent activities necessary obtain alcohol use alcohol recover effects
707,F10.20,Alcohol Use Disorder,important social occupational recreational activities given reduced alcohol use
708,F10.20,Alcohol Use Disorder,alcohol closely related substance benzodiazepine taken relieve avoid withdrawal symptoms
709,F10.20,Alcohol Use Disorder,craving strong desire urge use alcohol
710,F10.20,Alcohol Use Disorder,recurrent alcohol use situations physically hazardous
711,F10.20,Alcohol Use Disorder,continued alcohol use despite persistent recurrent social interpersonal problems caused exacerbated effects alcohol
712,F10.20,Alcohol Use Disorder,alcohol use continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated alcohol
713,F10.20,Alcohol Use Disorder,need markedly increased amounts alcohol achieve intoxication desired effect
714,F10.20,Alcohol Use Disorder,markedly diminished effect continued use amount alcohol
715,F10.20,Alcohol Use Disorder,persistent desire unsuccessful efforts cut control alcohol use
716,F10.20,Alcohol Use Disorder,characteristic withdrawal syndrome alcohol refer criteria b criteria set alcohol withdrawal pp 499500
717,F10.20,Alcohol Use Disorder,withdrawal manifested either following withdrawal manifested either following tolerance defined either following tolerance defined either following recurrent alcohol use resulting failure fulfill major role obligations work school home
718,F10.20,Alcohol Use Disorder,recurrent alcohol use resulting failure fulfill major role obligations work school home
719,F10.20,Alcohol Use Disorder,problematic pattern alcohol use leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern alcohol use leading clinically significant impairment distress manifested least two following occurring within 12-month period alcohol often taken larger amounts longer period intended
720,F10.20,Alcohol Use Disorder,alcohol often taken larger amounts longer period intended
721,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",great deal time spent activities necessary obtain sedative hypnotic anxiolytic use sedative hypnotic anxiolytic recover effects
722,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",important social occupational recreational activities given reduced sedative hypnotic anxiolytic use
723,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",sedatives hypnotics anxiolytics closely related substance alcohol taken relieve avoid withdrawal symptoms
724,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",craving strong desire urge use sedative hypnotic anxiolytic
725,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",sedative hypnotic anxiolytic use continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated sedative hypnotic anxiolytic
726,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",continued sedative hypnotic anxiolytic use despite persistent recurrent social interpersonal problems caused exacerbated effects sedatives hypnotics anxiolytics e g arguments spouse consequences intoxication physical fights
727,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",recurrent sedative hypnotic anxiolytic use situations physically hazardous e g driving automobile operating machine impaired sedative hypnotic anxiolytic use
728,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",need markedly increased amounts sedative hypnotic anxiolytic achieve intoxication desired effect
729,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",persistent desire unsuccessful efforts cut control sedative hypnotic anxiolytic use
730,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",markedly diminished effect continued use amount sedative hypnotic anxiolytic
731,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",withdrawal manifested either following withdrawal manifested either following characteristic withdrawal syndrome sedatives hypnotics anxiolytics refer criteria b criteria set sedative hypnotic anxiolytic withdrawal pp 557558
732,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",characteristic withdrawal syndrome sedatives hypnotics anxiolytics refer criteria b criteria set sedative hypnotic anxiolytic withdrawal pp 557558
733,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",tolerance defined either following tolerance defined either following recurrent sedative hypnotic anxiolytic use resulting failure fulfill major role obligations work school home e g repeated absences work poor work performance related sedative hypnotic anxiolytic use sedative- hypnotic- anxiolytic-related absences suspensions expulsions school neglect children household
734,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",recurrent sedative hypnotic anxiolytic use resulting failure fulfill major role obligations work school home e g repeated absences work poor work performance related sedative hypnotic anxiolytic use sedative- hypnotic- anxiolytic-related absences suspensions expulsions school neglect children household
735,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",problematic pattern sedative hypnotic anxiolytic use leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern sedative hypnotic anxiolytic use leading clinically significant impairment distress manifested least two following occurring within 12-month period sedatives hypnotics anxiolytics often taken larger amounts longer period intended
736,F13.20,"Sedative, Hypnotic, or Anxiolytic Use Disorder",sedatives hypnotics anxiolytics often taken larger amounts longer period intended
737,F16.20,Other Hallucinogen Use Disorder,great deal time spent activities necessary obtain phencyclidine use phencyclidine recover effects
738,F16.20,Other Hallucinogen Use Disorder,great deal time spent activities necessary obtain hallucinogen use hallucinogen recover effects
739,F16.20,Other Hallucinogen Use Disorder,recurrent phencyclidine use resulting failure fulfill major role obligations work school home e g repeated absences work poor work performance related phencyclidine use phencyclidine-related absences suspensions expulsions school neglect children household
740,F16.20,Other Hallucinogen Use Disorder,craving strong desire urge use hallucinogen
741,F16.20,Other Hallucinogen Use Disorder,craving strong desire urge use phencyclidine
742,F16.20,Other Hallucinogen Use Disorder,phencyclidine use continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated phencyclidine
743,F16.20,Other Hallucinogen Use Disorder,recurrent hallucinogen use situations physically hazardous e g driving automobile operating machine impaired hallucinogen
744,F16.20,Other Hallucinogen Use Disorder,hallucinogen use continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated hallucinogen
745,F16.20,Other Hallucinogen Use Disorder,recurrent phencyclidine use situations physically hazardous e g driving automobile operating machine impaired phencyclidine
746,F16.20,Other Hallucinogen Use Disorder,continued phencyclidine use despite persistent recurrent social interpersonal problems caused exacerbated effects phencyclidine e g arguments spouse consequences intoxication physical fights
747,F16.20,Other Hallucinogen Use Disorder,continued hallucinogen use despite persistent recurrent social interpersonal problems caused exacerbated effects hallucinogen e g arguments spouse consequences intoxication physical fights
748,F16.20,Other Hallucinogen Use Disorder,persistent desire unsuccessful efforts cut control phencyclidine use
749,F16.20,Other Hallucinogen Use Disorder,markedly diminished effect continued use amount phencyclidine
750,F16.20,Other Hallucinogen Use Disorder,need markedly increased amounts phencyclidine achieve intoxication desired effect
751,F16.20,Other Hallucinogen Use Disorder,need markedly increased amounts hallucinogen achieve intoxication desired effect
752,F16.20,Other Hallucinogen Use Disorder,markedly diminished effect continued use amount hallucinogen
753,F16.20,Other Hallucinogen Use Disorder,persistent desire unsuccessful efforts cut control hallucinogen use
754,F16.20,Other Hallucinogen Use Disorder,tolerance defined either following tolerance defined either following tolerance defined either following tolerance defined either following important social occupational recreational activities given reduced phencyclidine use
755,F16.20,Other Hallucinogen Use Disorder,important social occupational recreational activities given reduced phencyclidine use
756,F16.20,Other Hallucinogen Use Disorder,recurrent hallucinogen use resulting failure fulfill major role obligations work school home e g repeated absences work poor work performance related hallucinogen use hallucinogen-related absences suspensions expulsions school neglect children household
757,F16.20,Other Hallucinogen Use Disorder,important social occupational recreational activities given reduced hallucinogen use
758,F16.20,Other Hallucinogen Use Disorder,pattern phencyclidine pharmacologically similar substance use leading clinically significant impairment distress manifested least two following occurring within 12-month period pattern phencyclidine pharmacologically similar substance use leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern hallucinogen phencyclidine use leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern hallucinogen phencyclidine use leading clinically significant impairment distress manifested least two following occurring within 12-month period phencyclidine often taken larger amounts longer period intended
759,F16.20,Other Hallucinogen Use Disorder,phencyclidine often taken larger amounts longer period intended
760,F16.20,Other Hallucinogen Use Disorder,hallucinogen often taken larger amounts longer period intended
761,F18.20,Inhalant Use Disorder,great deal time spent activities necessary obtain inhalant substance use recover effects
762,F18.20,Inhalant Use Disorder,craving strong desire urge use inhalant substance
763,F18.20,Inhalant Use Disorder,recurrent use inhalant substance situations physically hazardous
764,F18.20,Inhalant Use Disorder,use inhalant substance continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated substance
765,F18.20,Inhalant Use Disorder,continued use inhalant substance despite persistent recurrent social interpersonal problems caused exacerbated effects use
766,F18.20,Inhalant Use Disorder,need markedly increased amounts inhalant substance achieve intoxication desired effect
767,F18.20,Inhalant Use Disorder,persistent desire unsuccessful efforts cut control use inhalant substance
768,F18.20,Inhalant Use Disorder,markedly diminished effect continued use amount inhalant substance
769,F18.20,Inhalant Use Disorder,tolerance defined either following tolerance defined either following recurrent use inhalant substance resulting failure fulfill major role obligations work school home
770,F18.20,Inhalant Use Disorder,recurrent use inhalant substance resulting failure fulfill major role obligations work school home
771,F18.20,Inhalant Use Disorder,important social occupational recreational activities given reduced use inhalant substance
772,F18.20,Inhalant Use Disorder,problematic pattern use hydrocarbon-based inhalant substance leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern use hydrocarbon-based inhalant substance leading clinically significant impairment distress manifested least two following occurring within 12-month period inhalant substance often taken larger amounts longer period intended
773,F18.20,Inhalant Use Disorder,inhalant substance often taken larger amounts longer period intended
774,F19.20,Other (or Unknown) Substance Use Disorder,great deal time spent activities necessary obtain substance use substance recover effects
775,F19.20,Other (or Unknown) Substance Use Disorder,substance closely related substance taken relieve avoid withdrawal symptoms
776,F19.20,Other (or Unknown) Substance Use Disorder,recurrent use substance situations physically hazardous
777,F19.20,Other (or Unknown) Substance Use Disorder,use substance continued despite knowledge persistent recurrent physical psychological problem likely caused exacerbated substance
778,F19.20,Other (or Unknown) Substance Use Disorder,craving strong desire urge use substance
779,F19.20,Other (or Unknown) Substance Use Disorder,need markedly increased amounts substance achieve intoxication desired effect
780,F19.20,Other (or Unknown) Substance Use Disorder,markedly diminished effect continued use amount substance
781,F19.20,Other (or Unknown) Substance Use Disorder,persistent desire unsuccessful efforts cut control use substance
782,F19.20,Other (or Unknown) Substance Use Disorder,tolerance defined either following tolerance defined either following withdrawal manifested either following withdrawal manifested either following characteristic withdrawal syndrome unknown substance refer criteria b criteria sets unknown substance withdrawal p 583
783,F19.20,Other (or Unknown) Substance Use Disorder,characteristic withdrawal syndrome unknown substance refer criteria b criteria sets unknown substance withdrawal p 583
